89,-6295,-1205,-11103,140,-9905,6715,2934,1953
132,-6249,-1026,-11883,-57,-9498,6687,2946,2008
127,-5593,-652,-12127,-152,-7827,6685,2912,2076
-193,-4106,-238,-12312,-353,-8075,6678,2909,2125
-887,-3109,165,-12474,80,-11843,6683,2921,2142
-791,-4128,404,-12767,4,-14706,6670,2942,2178
-171,-5898,477,-11963,-12,-14598,6662,2918,2232
-137,-6276,672,-10270,-716,-11056,6626,2950,2268
-70,-5718,870,-9869,-713,-10207,6621,2944,2302
318,-5283,1035,-9912,-468,-10381,6605,2956,2369
689,-5129,1300,-9885,-117,-10408,6604,2961,2369
789,-4837,1411,-9779,203,-10368,6604,2961,2395
792,-4385,1357,-9285,195,-10507,6562,2957,2461
521,-3697,1298,-8759,97,-10541,6571,2995,2490
60,-2900,1204,-8235,-152,-10728,6547,2997,2514
-312,-2183,1129,-8293,-267,-11005,6546,3004,2558
-417,-1754,1114,-8540,-411,-11347,6512,3020,2572
-152,-1643,1107,-8943,-429,-11772,6524,3024,2598
94,-1776,1204,-9030,-505,-11917,6515,3046,2625
213,-2024,1214,-9167,-574,-12266,6497,3043,2633
302,-2355,1205,-9109,-594,-12563,6505,3046,2663
435,-2760,1170,-9063,-553,-12769,6492,3083,2695
621,-3213,1256,-9137,-497,-12808,6476,3076,2734
852,-3785,1295,-9113,-381,-12769,6461,3088,2760
922,-4014,1407,-8979,-400,-12723,6446,3080,2815
778,-4049,1561,-8775,-507,-12691,6425,3102,2841
487,-3829,1748,-8418,-672,-12742,6406,3109,2881
190,-3528,1882,-8184,-722,-12720,6395,3132,2914
144,-3151,1860,-8192,-743,-13005,6381,3149,2965
161,-3127,1907,-8255,-720,-13400,6359,3157,2987
155,-3305,1975,-8326,-682,-13778,6348,3164,3021
238,-3670,2044,-8427,-537,-14067,6312,3176,3067
443,-4151,1972,-8285,-426,-14189,6296,3204,3093
569,-4582,1978,-8090,-305,-14252,6276,3221,3104
468,-4954,1908,-8010,43,-14173,6255,3229,3152
96,-5117,1639,-7693,259,-14290,6217,3254,3182
-437,-5195,1385,-7302,166,-14192,6199,3246,3234
-725,-5156,1056,-7114,-39,-14222,6187,3279,3260
-880,-5257,926,-6857,-479,-14121,6162,3274,3289
-818,-5589,971,-6740,-745,-13999,6122,3287,3327
-394,-5701,1096,-6877,-715,-13670,6096,3307,3375
58,-5729,1098,-6923,-463,-13559,6071,3311,3389
218,-5673,977,-6691,-284,-13676,6063,3321,3464
54,-5537,825,-6483,-140,-13901,6030,3322,3477
-286,-5625,630,-6364,-132,-14402,6025,3320,3525
-463,-5969,543,-6283,-340,-14558,5955,3339,3562
-389,-6449,475,-6124,-485,-14532,5944,3332,3562
-301,-6803,471,-5873,-402,-14315,5944,3332,3590
-353,-6959,409,-5346,-213,-13813,5926,3342,3647
-543,-6638,284,-4904,-71,-13320,5895,3338,3703
-743,-6178,-15,-4602,60,-13097,5853,3352,3724
-865,-5742,-358,-4462,33,-13611,5816,3339,3770
-915,-5580,-724,-4522,-286,-14168,5796,3353,3799
-687,-5834,-897,-4817,-957,-14952,5763,3346,3825
-179,-6763,-795,-4941,-1363,-14851,5749,3344,3870
539,-7728,-620,-4585,-1583,-13997,5731,3349,3908
1183,-8456,-365,-4188,-1474,-13256,5679,3322,3978
1551,-8672,-248,-3794,-1179,-12943,5638,3306,4030
1686,-8490,-233,-3673,-966,-13138,5603,3290,4083
1618,-8267,-246,-3152,-708,-13565,5553,3301,4163
1476,-8113,-178,-2938,-783,-13723,5504,3299,4218
1322,-7976,12,-2655,-637,-14289,5465,3285,4265
1335,-8299,5,-2136,-571,-15009,5425,3271,4326
1407,-8566,5,-1583,-711,-15024,5379,3266,4384
1269,-8562,-56,-1684,-586,-14746,5330,3248,4461
1385,-8320,-119,-1482,-442,-14379,5281,3245,4511
1823,-8091,-257,-1307,-179,-14280,5224,3245,4571
2259,-7758,-493,-1224,93,-14193,5194,3208,4604
2464,-7383,-708,-1162,228,-14291,5151,3207,4676
2555,-7203,-841,-785,300,-14549,5111,3185,4731
2502,-7092,-907,-751,388,-14732,5064,3139,4779
1726,-6781,-992,-470,314,-15073,5021,3133,4841
969,-6291,-912,-201,11,-15629,4984,3141,4888
496,-6038,-870,227,73,-15960,4925,3149,4929
330,-5924,-824,302,26,-15690,4905,3147,4964
384,-5813,-818,358,-125,-15512,4868,3121,4984
448,-5901,-986,685,7,-15733,4826,3099,5045
545,-6194,-1151,801,137,-15810,4770,3094,5052
540,-6380,-1330,648,133,-15635,4752,3060,5103
511,-6650,-1326,781,64,-15329,4702,3076,5133
354,-6440,-1245,587,233,-15149,4654,3070,5169
251,-6380,-1058,679,166,-14808,4619,3052,5191
227,-6147,-985,905,399,-14622,4573,3036,5191
158,-5785,-1063,944,217,-14625,4525,3036,5246
106,-5446,-1049,1158,-291,-14918,4525,3058,5266
125,-5276,-874,1689,-856,-15524,4495,3019,5290
508,-5470,-460,1981,-1082,-15765,4456,3025,5321
941,-5939,-11,2076,-852,-15546,4427,3018,5357
1404,-6406,386,2084,-736,-14912,4357,3020,5375
1747,-6875,647,2163,-347,-14779,4345,3014,5433
1875,-7208,975,2684,-406,-14846,4275,3006,5464
2501,-7551,1084,3114,-340,-14811,4217,2987,5516
2909,-7614,1089,3219,348,-14503,4164,2987,5562
2901,-7238,880,3134,953,-14177,4103,2965,5594
2774,-6490,549,3237,1523,-14055,4034,2949,5635
2289,-5917,258,3655,1714,-14088,3991,2925,5676
1443,-5402,10,4003,1423,-14458,3944,2929,5716
440,-5013,-73,4147,1170,-14561,3896,2904,5747
-733,-4791,-78,4344,883,-14461,3840,2896,5764
-1487,-4826,-35,4457,798,-14394,3832,2920,5784
-1905,-4297,-106,4567,751,-14417,3792,2934,5792
-2011,-4097,-148,5010,906,-14638,3757,2970,5809
-2065,-4180,-96,5307,889,-14761,3721,2970,5819
-2054,-4125,-36,5407,855,-14655,3696,2975,5843
-1926,-4109,61,5494,740,-14507,3631,2976,5831
-1674,-3990,28,5429,616,-14394,3606,3014,5838
-1350,-3607,-70,5338,390,-13959,3567,3027,5857
-889,-3425,-269,5225,505,-14040,3544,3031,5864
-652,-3501,-629,5593,488,-14289,3516,3045,5874
-663,-3808,-762,5814,168,-14597,3481,3044,5887
-690,-3924,-729,5842,-277,-14412,3436,3058,5911
-768,-3989,-564,5982,-151,-14410,3396,3063,5910
-1070,-4201,-283,6396,135,-14644,3366,3069,5922
-1542,-4546,234,6529,259,-14465,3345,3081,5934
-1787,-4642,506,6666,264,-14199,3296,3085,5954
-1509,-4536,381,6743,244,-13982,3253,3112,5944
-1245,-4538,40,6620,164,-13907,3209,3125,5955
-1171,-4463,-175,6431,87,-13807,3160,3127,5971
-1154,-4429,-25,6438,-115,-13825,3130,3141,5961
-1179,-4363,16,6579,-403,-13809,3089,3141,5961
-1072,-4239,279,6544,-840,-13689,3089,3159,5979
-874,-4187,801,6791,-1109,-13539,3060,3164,5993
-482,-4176,1371,7222,-826,-13739,3009,3188,6012
-123,-4178,1719,7417,-861,-13837,2963,3167,6023
-14,-4268,2118,7382,-874,-13744,2912,3197,6021
-252,-4373,2607,7703,-603,-13664,2892,3217,6047
-693,-4388,2817,7984,86,-13652,2819,3213,6052
-853,-4372,2583,7971,676,-13562,2780,3227,6052
-739,-4343,2206,7963,177,-13200,2717,3249,6056
-311,-4311,2242,8178,-744,-13050,2689,3270,6069
163,-4321,2415,8042,-945,-12402,2640,3278,6078
777,-4572,2527,8125,-604,-12231,2586,3255,6097
1208,-4921,2552,8622,-118,-12299,2536,3290,6113
1668,-5417,2285,8821,313,-12084,2479,3271,6123
1901,-6076,2120,8991,513,-12172,2416,3250,6147
2058,-6519,1899,9387,398,-12344,2363,3256,6165
2141,-6738,1630,9918,524,-12632,2283,3238,6175
2392,-6849,1333,10279,788,-12753,2206,3237,6217
2558,-7097,1140,10578,876,-12780,2143,3218,6229
2707,-7312,989,10624,875,-12516,2077,3187,6252
2805,-7425,737,10489,1072,-12362,2012,3154,6263
2923,-7458,520,10530,1222,-12329,1930,3140,6294
2777,-7605,216,10196,1118,-12128,1850,3113,6310
2277,-7769,113,10126,851,-12100,1806,3111,6330
1269,-7940,204,10068,1067,-11866,1719,3075,6330
568,-7801,-99,10061,1703,-11532,1657,3092,6333
202,-7660,-371,10476,1951,-11018,1580,3092,6329
97,-7578,-621,11187,1716,-10975,1520,3085,6338
281,-7560,-846,11578,1273,-10865,1461,3092,6352
686,-7543,-1083,11667,627,-10812,1377,3078,6355
1026,-7706,-1224,11786,211,-10787,1302,3070,6367
1412,-7971,-1288,11899,206,-10797,1257,3083,6351
1550,-8351,-1282,11945,472,-10912,1169,3055,6348
1563,-8745,-1107,12031,328,-10808,1103,3049,6350
1349,-9010,-760,11923,492,-10540,1022,3039,6362
907,-8985,-442,11601,905,-9917,944,3042,6362
279,-8666,-463,11427,1300,-9417,944,3042,6378
-521,-8334,-878,11680,1490,-9117,864,3045,6361
-837,-8325,-1223,12552,945,-9112,784,3034,6343
-1007,-8569,-1500,13221,342,-9097,740,3062,6339
-807,-8968,-1613,13479,-180,-9014,649,3067,6313
-219,-9401,-1202,13371,-557,-8646,565,3099,6317
-57,-9659,-1070,13280,-458,-8344,484,3092,6311
-412,-9825,-1004,13326,412,-7760,404,3090,6293
-160,-9525,-872,13337,1003,-7336,313,3113,6268
-368,-9161,-925,13266,1135,-7079,235,3111,6257
-915,-8904,-939,13525,871,-7418,162,3129,6225
-1507,-8597,-746,14360,80,-7833,82,3140,6221
-1567,-7948,-473,15251,-570,-8029,8,3176,6186
-800,-7475,3,15732,-967,-7833,-41,3173,6173
-56,-6723,536,15917,-877,-7315,-101,3201,6159
782,-6145,691,15788,-433,-6590,-182,3192,6149
1120,-5924,843,15248,44,-5793,-225,3180,6136
875,-5892,822,14580,631,-5259,-280,3178,6126
383,-5803,717,14140,1086,-5025,-339,3172,6111
-145,-5762,548,14101,1173,-5012,-383,3207,6100
-266,-5592,396,14092,919,-4961,-432,3196,6080
-84,-5450,416,14330,792,-4939,-502,3182,6080
255,-5321,352,14828,853,-4942,-551,3205,6054
537,-5263,277,14972,800,-4821,-591,3199,6046
592,-5193,303,15149,770,-4595,-653,3196,6034
757,-5201,308,15487,940,-4512,-701,3191,6015
921,-5177,322,15736,967,-4473,-752,3163,6009
751,-5246,327,15767,921,-4555,-800,3165,5996
368,-5379,332,15767,657,-4578,-853,3204,5979
46,-5369,357,15489,569,-4427,-898,3188,5970
196,-5290,386,15206,506,-4289,-942,3214,5952
646,-5301,554,15211,518,-3930,-994,3191,5903
1002,-5418,647,15337,589,-3791,-1050,3178,5909
1296,-5618,796,15644,603,-3697,-1110,3169,5901
1472,-6015,915,15854,472,-3497,-1173,3165,5882
1726,-6601,971,15805,572,-3209,-1246,3141,5882
1868,-7195,835,15603,801,-2973,-1246,3141,5860
1648,-7686,659,15481,854,-3020,-1299,3139,5839
1162,-7895,535,15619,1039,-3177,-1364,3148,5822
